SMILES,Affinity,Ionization
c1cc2c(cc1C(F)(F)F)ON(N(=O)=O)O2,3.32,4.68
c1ccc(cc1)c1ccc2c(c1)ON(N(=O)=O)O2,3.24,4.36
c1cc2c(cc1N)ON(N(=O)=O)O2,3.4,4.02
c1c(cc2c(c1Cl)ONO2)C(Cl)(Cl)Cl,2.77,4.83
CC(C)(C)c1ccc2c(c1)n(N(=O)=O)s[nH]2,3.43,4.02
CON1Oc2cccc(c2O1)C(Cl)(Cl)Cl,2.69,4.5
CN1Oc2ccc(cc2O1)C(Cl)(Cl)Cl,2.79,4.45
c1cc2c(cc1C(Br)(Br)Br)ON(N(=O)=O)O2,2.88,4.58
c1cc2c(cc1O)ON(C(Br)(Br)Br)O2,2.5,4.37
c1cc(c2c(c1)ON(C(F)(F)F)O2)O,3.34,4.8
CON1Oc2ccc(cc2O1)C(Cl)(Cl)Cl,2.74,4.49
C=Cc1c(ccc2c1ONO2)C(Br)(Br)Br,2.98,4.66
C#Cc1cc(cc2c1ONO2)C(Cl)(Cl)Cl,2.76,4.78
c1cc2c(c(c1C(Br)(Br)Br)F)ONO2,2.78,4.87
C#Cc1cc(cc2c1ONO2)C(Br)(Br)Br,2.89,4.73
C#Cc1c(ccc2c1ONO2)C(Cl)(Cl)Cl,2.93,4.79
CCc1cc(cc2c1ONO2)C(Br)(Br)Br,2.85,4.55
c1c(cc2c(c1F)ONO2)C(Cl)(Cl)Cl,2.76,4.84
c1cc(c2c(c1)ON(N(=O)=O)O2)F,3.29,4.6
COc1cccc2c1ON(C(F)(F)F)O2,3.3,4.78
COc1cc(cc2c1ONO2)C(Cl)(Cl)Cl,2.7,4.68
c1c(cc2c(c1Cl)ONO2)C(Br)(Br)Br,2.88,4.78
c1ccc(cc1)c1cccc2c1ON(N(=O)=O)O2,3.26,4.4
c1cc(c2c(c1)ON(N(=O)=O)O2)C(F)(F)F,3.33,4.67
c1cc2c(c(c1C(Br)(Br)Br)Cl)ONO2,2.75,4.83
c1cc2c(c(c1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl)ONO2,3.36,4.86
c1cc2c(c(c1C(Cl)(Cl)Cl)Cl)ONO2,2.62,4.85
C=Cc1cc(cc2c1ONO2)C(Cl)(Cl)Cl,3.17,4.65
c1c(cc2c(c1C(Br)(Br)Br)ONO2)C(Br)(Br)Br,3.29,4.8
COCCOCCOCCOc1cc(cs1)C(Cl)(Cl)Cl,2.98,4.56
CCc1c(ccc2c1ONO2)C(Cl)(Cl)Cl,2.65,4.63
c1cc2c(c(c1C(Cl)(Cl)Cl)F)ONO2,2.69,4.89
COCCOCCOc1ccc(C(Cl)(Cl)Cl)s1,3.07,4.58
COCCOCCOc1cc(cs1)C(Br)(Br)Br,2.76,4.51
COCCOCCOCCOc1ccc(C(Cl)(Cl)Cl)s1,3.08,4.58
CCc1c(ccc2c1ONO2)C(Br)(Br)Br,2.99,4.62
COCCOCCOc1c(ccs1)C(Br)(Br)Br,2.97,4.51
CCc1cc(cc2c1ONO2)C(Cl)(Cl)Cl,2.69,4.58
C#Cc1c(ccc2c1ONO2)C(Br)(Br)Br,2.77,4.77
Cc1cccc2c1ON(C(Br)(Br)Br)O2,2.5,4.62
COc1c(ccc2c1ONO2)C(Br)(Br)Br,3.15,4.64
c1ccc2c(c1)n(N(=O)=O)sn2N(=O)=O,3.14,4.85
c1ccc2c(c1)n(C#N)sn2C(F)(F)F,2.93,4.32
c1cc2c(c(c1)O)[nH]sn2N(=O)=O,3.05,4.05
c1ccc2c(c1)n(N(=O)=O)sn2O,3.13,4.57
c1cc(c2c(c1)[nH]sn2C(F)(F)F)C(=O)O,2.64,4.13
c1c(cc2c(c1F)ONO2)C(Br)(Br)Br,2.89,4.81
c1cc(c2c(c1)ON(C(=O)O)O2)C(Br)(Br)Br,3.44,4.83
Cc1cccc2c1ON(N(=O)=O)O2,3.25,4.36
CCc1cccc2c1ON(N(=O)=O)O2,3.23,4.37
C/C(=N\c1ccsc1C(Br)(Br)Br)/O,3.19,4.58
c1cc(C#N)c2c(c1)n(C(F)(F)F)s[nH]2,2.88,4.09
c1ccc2c(c1)n(C(F)(F)F)sn2O,2.53,4.45
COn1c2ccc(cc2[nH]s1)C(Br)(Br)Br,2.8,4.01
CNn1c2ccccc2n(C#N)s1,3.16,4.03
c1ccc2c(c1)n(C#N)sn2N(=O)=O,3.13,4.63
COn1c2cc(ccc2[nH]s1)C(Cl)(Cl)Cl,2.71,4.01
c1cc(c2c(c1)n(N(=O)=O)s[nH]2)C(F)(F)F,3.02,4.31
c1cc(c2c(c1)n(C(F)(F)F)s[nH]2)Cl,2.68,4.11
C#Cn1c2ccccc2n(O)s1,2.53,4.07
c1cc2c(cc1C(Br)(Br)Br)[nH]sn2O,2.9,4.01
